8297 103689
1000 896 3
1000 960 8
1000 968 1
1000 1014 6
1000 1018 4
1000 1103 4
1000 1154 6
1000 1253 3
1000 1428 9
1000 1501 2
1000 1525 8
1000 1600 2
1000 1734 3
1000 1754 7
1000 1781 9
1000 1835 7
1000 1918 5
1000 2120 6
1000 2240 8
1000 2264 2
1000 2328 3
1000 2332 3
1000 2410 7
1000 2470 1
1000 2499 5
1000 2517 7
1000 2550 9
1000 2570 5
1000 2571 5
1000 2575 6
1000 2579 2
1000 2593 5
1000 2830 3
1000 2834 5
1000 2877 10
1000 3015 4
1000 3089 6
1000 3140 2
1000 3150 2
1000 3191 2
1000 3334 2
1000 3586 4
1000 4527 6
1000 5176 5
1000 5527 1
1000 5624 2
1000 5798 9
1000 5936 10
1000 5963 3
1000 5973 9
1000 6027 3
1000 6029 4
1000 6148 9
1000 6946 5
1000 7436 1
1006 35 9
1006 171 1
1006 214 2
1006 227 9
1006 230 6
1006 259 1
1006 298 8
1006 314 3
1006 338 1
1006 432 10
1006 579 4
1006 686 4
1006 696 4
1006 762 10
1006 789 3
1006 803 1
1006 805 3
1006 813 6
1006 836 6
1006 857 6
1006 861 7
1006 871 8
1006 904 1
1006 935 7
1006 937 10
1006 941 3
1006 948 3
1006 956 10
1006 960 9
1006 963 10
1006 975 9
1006 982 3
1006 994 5
1006 1007 9
1006 1014 7
1006 1023 1
1006 1026 10
1006 1029 10
1006 1030 4
1006 1032 2
1006 1034 10
1006 1039 5
1006 1043 1
1006 1075 7
1006 1080 4
1006 1141 5
1006 1144 3
1006 1156 5
1006 1167 3
1006 1200 9
1006 1203 5
1006 1220 9
1006 1221 5
1006 1222 6
1006 1234 4
1006 1248 3
1006 1286 10
1006 1297 5
1006 1326 1
1006 1330 10
1006 1375 7
1006 1389 7
1006 1394 2
1006 1396 6
1006 1402 1
1006 1412 5
1006 1413 3
1006 1418 7
1006 1432 1
1006 1441 1
1006 1444 1
1006 1453 10
1006 1465 5
1006 1468 7
1006 1487 4
1006 1496 2
1006 1506 2
1006 1514 6
1006 1518 7
1006 1524 3
1006 1534 1
1006 1538 6
1006 1547 3
1006 1555 9
1006 1556 2
1006 1573 6
1006 1583 9
1006 1585 1
1006 1587 8
1006 1593 2
1006 1595 1
1006 1597 4
1006 1600 3
1006 1603 2
1006 1610 9
1006 1613 10
1006 1718 9
1006 1747 2
1006 1774 9
1006 1783 7
1006 1787 9
1006 1788 8
1006 1793 6
1006 1798 6
1006 1836 6
1006 1848 7
1006 1857 8
1006 1893 3
1006 1920 8
1006 1950 9
1006 1953 8
1006 1983 2
1006 1984 1
1006 1985 8
1006 2066 10
1006 2073 1
1006 2085 10
1006 2097 1
1006 2128 3
1006 2178 6
1006 2181 6
1006 2202 4
1006 2231 5
1006 2324 8
1006 2341 10
1006 2435 8
1006 2579 9
1006 2580 1
1006 2651 9
1006 2763 9
1006 2912 1
1006 3034 1
1006 3136 2
1006 3568 8
1006 4037 7
1006 4422 4
1006 4510 7
1006 4983 9
1001 789 8
1002 789 3
1003 290 9
1003 663 7
1003 789 6
1003 857 10
1003 946 10
1003 1230 1
1003 1319 9
1003 1374 8
1003 1880 8
1003 1956 5
1003 1966 3
1003 2504 1
1003 2851 6
1003 4071 8
1003 5543 9
1003 7073 4
1003 7115 6
1003 7699 7
1004 789 2
1004 4335 7
1004 4846 4
1004 5178 5
1004 5305 6
1004 5543 7
1004 5545 4
1004 6302 9
1004 6306 10
1004 6334 6
1004 6414 7
1004 6441 10
1008 304 9
1008 1026 1
1008 4037 9
1008 4875 6
1008 5254 4
1008 5714 7
1008 6682 8
1008 6714 10
1011 447 4
1011 1031 6
1011 2193 7
1011 2210 6
1011 3321 8
1011 4365 8
1012 447 3
1012 1218 1
1012 2247 7
1012 2571 6
1012 2991 9
1012 3301 6
1012 4373 7
1013 243 10
1013 259 9
1013 271 8
1013 626 2
1013 644 6
1013 762 7
1013 769 10
1013 857 5
1013 930 1
1013 937 5
1013 985 8
1013 1014 7
1013 1044 8
1013 1053 6
1013 1080 5
1013 1140 1
1013 1144 8
1013 1154 8
1013 1186 5
1013 1260 10
1013 1382 2
1013 1396 3
1013 3164 7
1016 565 9
1017 565 5
1018 565 6
1018 2237 10
1018 4335 9
1018 4728 3
1018 5623 2
1019 565 2
1009 271 1
1009 299 8
1009 311 1
1009 314 4
1009 332 1
1009 334 2
1009 707 5
1009 948 7
1009 994 1
1009 1023 10
1009 1026 10
1009 1043 5
1009 1125 5
1009 1164 2
1009 1165 7
1009 1203 7
1009 1402 5
1009 1412 6
1009 1425 9
1009 1439 2
1009 1442 8
1009 1464 2
1009 1486 8
1009 1514 7
1009 1811 4
1009 1858 4
1009 1893 5
1009 1920 9
1009 1927 6
1009 1963 10
1009 1966 5
1009 2202 2
1009 2328 7
1009 2597 1
1009 2674 6
1009 3148 5
1009 3529 2
1009 4263 5
1009 6029 1
1009 6251 8
1009 6417 5
1009 6665 3
1009 7225 5
1009 7400 1
1021 1026 5
1022 35 7
1022 243 5
1022 545 3
1022 663 9
1022 978 8
1022 1026 4
1022 1053 10
1022 1055 1
1022 1123 4
1022 1131 7
1022 1156 5
1022 1167 4
1022 1377 4
1022 1484 10
1023 311 5
1023 332 5
1023 722 5
1023 742 8
1023 1026 3
1023 1167 6
1023 1201 9
1023 1492 10
1023 1700 9
1024 290 8
1024 425 5
1024 626 4
1024 697 3
1024 825 5
1024 1026 9
1024 1279 10
1024 1291 2
1024 1305 6
1024 1307 7
1024 1549 8
1024 1592 6
1024 1637 5
1024 1641 5
1024 2264 6
1024 2384 4
1024 2506 3
1024 2625 10
1024 2657 5
1024 2696 7
1024 2785 4
1024 2805 8
1024 2828 3
1024 2830 8
1024 2977 3
1024 3009 2
1024 3029 4
1024 3033 1
1024 3034 7
1024 3125 4
1024 3145 6
1024 3150 6
1024 3164 6
1024 3408 8
1024 3433 9
1024 3748 9
1024 4162 9
1024 4510 9
1024 4706 10
1024 4735 8
1024 5055 7
1025 1026 8
1027 311 7
1027 321 5
1027 697 10
1027 1023 2
1027 1039 2
1027 5631 1
1028 271 10
1028 626 6
1028 697 10
1028 1030 3
1028 1053 4
1028 1123 8
1028 1186 2
1029 35 2
1029 171 5
1029 227 4
1029 243 5
1029 271 8
1029 299 6
1029 311 9
1029 314 2
1029 321 7
1029 432 1
1029 579 4
1029 626 10
1029 686 2
1029 691 1
1029 697 5
1029 705 6
1029 707 6
1029 742 7
1029 761 9
1029 762 7
1029 769 9
1029 771 10
1029 784 9
1029 803 1
1029 805 10
1029 810 1
1029 813 2
1029 853 10
1029 871 4
1029 913 5
1029 941 2
1029 956 10
1029 960 5
1029 963 4
1029 971 10
1029 978 2
1029 982 1
1029 999 7
1029 1000 9
1029 1006 7
1029 1030 6
1029 1032 2
1029 1038 6
1029 1039 6
1029 1044 4
1029 1053 6
1029 1055 8
1029 1061 5
1029 1062 9
1029 1075 5
1029 1080 5
1029 1092 2
1029 1103 3
1029 1114 3
1029 1123 8
1029 1128 4
1029 1131 2
1029 1144 4
1029 1154 7
1029 1160 5
1029 1186 5
1029 1190 9
1029 1193 1
1029 1196 2
1029 1201 9
1029 1211 1
1029 1218 4
1029 1220 4
1029 1222 3
1029 1261 9
1029 1279 5
1029 1297 7
1029 1319 7
1029 1321 1
1029 1330 10
1029 1372 6
1029 1375 7
1029 1377 5
1029 1382 6
1029 1394 4
1029 1396 9
1029 1402 10
1029 1413 4
1029 1418 4
1029 1420 8
1029 1428 4
1029 1439 9
1029 1441 10
1029 1446 4
1029 1453 7
1029 1464 5
1029 1468 6
1029 1471 4
1029 1476 10
1029 1484 3
1029 1485 3
1029 1486 1
1029 1487 8
1029 1490 2
1029 1496 1
1029 1497 5
1029 1506 5
1029 1507 9
1029 1513 3
1029 1520 5
1029 1524 8
1029 1531 4
1029 1533 8
1029 1537 5
1029 1538 8
1029 1555 6
1029 1556 2
1029 1557 2
1029 1573 2
1029 1580 6
1029 1587 10
1029 1654 3
1029 1661 9
1029 1662 4
1029 1679 4
1029 1758 9
1029 1768 7
1029 1774 3
1029 1780 2
1029 1783 5
1029 1787 8
1029 1788 7
1029 1791 8
1029 1798 10
1029 1802 8
1029 1811 9
1029 2625 10
1029 2843 10
1029 3755 10
1029 8289 9
1031 311 6
1031 1012 1
1031 1154 9
1031 1186 7
1031 1297 5
1031 1492 5
1031 1549 6
1031 1621 3
1031 1835 7
1031 1842 2
1031 1888 2
1031 2339 6
1031 2490 3
1031 2550 2
1031 2585 4
1031 2619 9
1031 3104 4
1031 3351 8
1031 3650 6
1032 311 8
1032 647 10
1032 663 7
1032 857 9
1032 978 1
1032 993 1
1032 1039 9
1032 1243 10
1032 1267 7
1032 1357 5
1032 1413 8
1032 1482 9
1032 1506 4
1032 1520 1
1032 1556 7
1032 1603 10
1032 1622 8
1032 1658 1
1032 1680 9
1032 1997 8
1032 2128 9
1032 2328 3
1032 2909 9
1032 2912 5
1032 3024 3
1032 3089 1
1032 3136 10
1032 3253 7
1032 3352 2
1032 3587 9
1032 3720 6
1032 3787 9
1032 4037 9
1032 4191 9
1032 4712 7
1032 5222 9
1032 5683 9
1032 6774 2
1032 6833 5
1033 271 8
1033 311 8
1033 626 2
1033 956 2
1033 1053 3
1033 1123 10
1034 15 3
1034 271 9
1034 311 8
1034 321 8
1034 372 3
1034 417 4
1034 579 3
1034 857 1
1034 907 5
1034 974 5
1034 1043 6
1034 1062 3
1034 1141 6
1034 1164 7
1034 1186 7
1034 1201 8
1034 1218 7
1034 1253 4
1034 1297 2
1034 1319 3
1034 1322 8
1034 1482 10
1034 1484 1
1034 1585 4
1034 1595 7
1034 1603 4
1034 1718 8
1034 2508 1
1034 2612 7
1034 2775 7
1034 3005 7
1034 3680 9
1034 4828 10
1035 742 8
1035 947 7
1035 1190 7
1035 1547 4
1035 2062 3
1035 2341 3
1035 2350 9
1035 2499 1
1035 2547 8
1035 2697 3
1035 2963 4
1035 5817 9
1039 407 8
1039 989 4
1039 1482 4
1039 1585 7
1039 2157 9
1039 2685 6
1037 15 1
1037 204 7
1037 230 2
1037 415 7
1037 417 5
1037 686 5
1037 722 10
1037 761 8
1037 859 4
1037 908 5
1037 946 1
1037 947 6
1037 960 3
1037 1026 9
1037 1039 2
1037 1144 6
1037 1167 9
1037 1297 10
1037 1353 4
1037 1374 9
1037 1378 1
1037 1437 4
1037 1514 1
1037 1520 4
1037 1549 4
1037 1571 9
1037 1585 2
1037 1592 9
1037 1613 1
1037 1622 7
1037 1633 9
1037 1648 2
1037 1734 1
1037 1744 5
1037 1758 6
1037 1783 5
1037 1918 3
1037 1966 4
1037 1982 3
1037 2066 9
1037 2137 2
1037 2160 6
1037 2165 2
1037 2210 4
1037 2225 1
1037 2323 10
1037 2338 2
1037 2339 9
1037 2398 4
1037 2411 1
1037 2506 8
1037 2535 3
1037 2625 10
1037 2654 7
1037 2665 4
1037 2877 4
1037 2966 2
1037 3014 3
1037 3030 9
1037 3130 4
1037 3253 7
1037 3334 1
1037 3459 4
1037 3516 3
1037 3724 10
1037 3843 9
1037 4037 5
1037 4266 7
1037 4335 8
1037 4510 4
1037 4875 10
1037 5022 2
1037 5079 8
1037 5484 2
1037 5671 9
1037 5902 9
1037 5963 10
1037 6299 8
1037 6634 9
1037 6720 4
1037 6833 1
1037 6855 9
1037 7225 7
1037 7620 7
1037 7632 9
1037 8290 9
1038 271 3
1038 545 7
1038 707 8
1038 710 8
1038 1039 3
1038 1618 7
1040 1038 6
1041 15 3
1041 896 6
1041 913 8
1041 1026 9
1041 1038 7
1041 1199 5
1041 1319 2
1041 1514 2
1041 1585 2
1041 1758 4
1041 2276 8
1041 2277 10
1041 2510 10
1041 2516 1
1041 2535 4
1041 2747 1
1041 2790 6
1041 3417 7
1041 3586 4
1041 3956 3
1041 4103 8
1041 4127 1
1041 4453 2
1041 4468 9
1041 4587 7
1041 4796 8
1041 4828 8
1041 4875 1
1041 5022 10
1041 5262 8
1041 5285 6
1041 5308 1
1041 5309 6
1041 5326 9
1041 5404 4
1041 5638 7
1041 5693 2
1041 5697 4
1041 5743 10
1041 5790 4
1041 5928 10
1041 6124 5
1041 6262 3
1041 6270 4
1041 6311 5
1041 6715 4
1041 6934 8
1041 6979 4
1041 7052 6
1042 332 4
1042 769 10
1042 856 5
1042 1043 3
1042 1100 1
1042 1137 10
1042 1267 1
1042 1297 10
1042 1384 8
1042 1396 7
1042 1407 1
1042 1592 1
1042 1744 9
1042 1835 8
1042 1842 4
1042 1992 4
1042 2073 10
1042 2109 4
1042 2231 1
1042 2256 1
1042 2470 9
1042 2504 2
1042 2643 8
1042 2665 10
1042 2669 4
1042 2763 4
1042 2785 4
1042 2801 2
1042 2877 7
1042 2880 8
1042 2951 2
1042 2963 6
1042 4412 5
1042 4653 10
1042 5155 5
1042 5254 9
1042 5799 3
1042 6560 4
1042 6595 2
1042 6686 4
1042 7073 7
1043 350 9
1043 372 7
1043 762 1
1043 763 4
1043 769 9
1043 1186 1
1043 1396 5
1043 1465 7
1043 1658 2
1043 1717 8
1043 1734 8
1043 1835 4
1043 2660 4
1043 2787 3
1043 3338 8
1043 3351 10
1043 4424 7
1043 4953 9
1043 7073 1
1043 7115 7
1043 8290 1
1044 769 2
1044 941 5
1044 1049 7
1044 1218 5
1044 1465 9
1044 2114 8
1044 2686 7
1044 3926 8
1044 5055 9
1045 769 3
1046 407 5
1046 432 4
1046 647 6
1046 663 4
1046 710 2
1046 769 5
1046 810 5
1046 971 1
1046 978 1
1046 1156 4
1046 1167 2
1046 1193 9
1046 1222 2
1046 1234 9
1046 1319 3
1046 1321 10
1046 1326 9
1046 1394 7
1046 1425 8
1046 1428 5
1046 1476 7
1046 1486 1
1046 1537 7
1046 1580 3
1047 769 10
1048 769 6
1048 3479 9
1049 769 7
1049 1044 1
1049 1465 3
1050 35 1
1050 372 8
1050 575 9
1050 697 4
1050 956 10
1050 960 10
1050 975 4
1050 1022 9
1050 1053 6
1050 1123 5
1050 1154 5
1050 1193 1
1050 1199 10
1050 1203 3
1050 1284 9
1050 1357 5
1050 1378 10
1050 1407 3
1050 1441 9
1050 1549 7
1050 1714 9
1050 1726 3
1050 1758 6
1050 1793 7
1050 1802 7
1050 1855 4
1050 1920 7
1050 1927 4
1050 1963 10
1050 1966 6
1050 2053 7
1050 2101 5
1050 2210 4
1050 2211 7
1050 2253 10
1050 2264 2
1050 2398 4
1050 2565 9
1050 2617 2
1050 2651 2
1050 2708 10
1050 2777 10
1050 3251 1
1050 8290 9
1052 321 5
1052 1053 9
1052 1123 2
1052 1781 1
1051 15 10
1051 290 7
1051 644 9
1051 762 9
1051 938 5
1051 968 7
1051 1053 7
1051 1123 8
1051 1164 6
1051 1186 4
1051 1384 8
1051 1385 4
1051 1416 7
1051 1420 2
1051 1592 5
1051 1629 3
1051 1633 1
1051 1662 3
1051 1680 8
1051 2109 5
1051 2135 1
1051 2285 10
1051 2398 10
1051 2470 1
1051 2485 6
1051 2579 8
1051 2660 3
1051 2851 7
1051 2963 10
1051 3180 6
1051 3439 4
1051 3480 1
1051 4175 3
1051 4179 3
1051 4453 2
1051 4827 1
1051 4953 5
1051 5022 7
1051 5335 5
1051 6496 4
1051 6498 7
1051 6955 10
1051 7778 8
1051 7890 10
1051 8174 3
1051 8192 3
1055 15 4
1055 56 9
1055 204 3
1055 214 2
1055 227 1
1055 259 4
1055 290 3
1055 298 10
1055 321 6
1055 417 2
1055 432 10
1055 579 7
1055 691 6
1055 697 4
1055 737 10
1055 761 3
1055 762 3
1055 771 4
1055 826 3
1055 871 4
1055 896 2
1055 908 10
1055 913 9
1055 928 1
1055 948 5
1055 959 7
1055 960 10
1055 978 5
1055 993 9
1055 1034 4
1055 1075 4
1055 1092 7
1055 1157 6
1055 1193 5
1055 1201 6
1055 1211 10
1055 1236 3
1055 1247 1
1055 1248 2
1055 1261 1
1055 1279 9
1055 1297 8
1055 1322 6
1055 1360 10
1055 1375 10
1055 1382 4
1055 1411 1
1055 1428 8
1055 1437 9
1055 1439 1
1055 1468 2
1055 1471 5
1055 1476 3
1055 1478 4
1055 1482 9
1055 1484 6
1055 1489 5
1055 1493 3
1055 1496 9
1055 1514 3
1055 1531 7
1055 1538 2
1055 1549 6
1055 1555 8
1055 1564 3
1055 1569 7
1055 1573 4
1055 1585 9
1055 1587 5
1055 1593 3
1055 1597 9
1055 1622 7
1055 1633 5
1055 1638 8
1055 1648 5
1055 1649 10
1055 1652 4
1055 1654 8
1055 1661 4
1055 1662 1
1055 1679 7
1055 1687 8
1055 1700 4
1055 1744 7
1055 1752 9
1055 1758 3
1055 1768 2
1055 1774 9
1055 1811 2
1055 1823 3
1055 1849 10
1055 1857 8
1055 1864 6
1055 1918 3
1055 1935 4
1055 1956 10
1055 1982 6
1055 1990 7
1055 2106 6
1055 2144 10
1055 2151 7
1055 2157 5
1055 2285 10
1055 2323 10
1055 2328 9
1055 2339 2
1055 2341 7
1055 2398 9
1055 2411 6
1055 2416 1
1055 2504 10
1055 2535 5
1055 2565 5
1055 2576 2
1055 2580 10
1055 2620 7
1055 2625 7
1055 2654 9
1055 2747 8
1055 2774 6
1055 2775 2
1055 2790 8
1055 2877 6
1055 2900 4
1055 2902 4
1055 2923 6
1055 2963 9
1055 3005 5
1055 3014 10
1055 3084 9
1055 3089 5
1055 3103 6
1055 3117 4
1055 3136 1
1055 3140 9
1055 3192 1
1055 3276 9
1055 3291 4
1055 3483 1
1055 3516 10
1055 3520 8
1055 3541 3
1055 3554 3
1055 3580 3
1055 3755 4
1055 3976 10
1055 4037 5
1055 4058 2
1055 4099 1
1055 4175 2
1055 4191 2
1055 4290 5
1055 4530 7
1055 4536 4
1055 4735 8
1055 4797 2
1055 4811 6
1055 4820 8
1055 4875 8
1055 5002 4
1055 5022 1
1055 5123 6
1055 5148 10
1055 5254 1
1055 5288 3
1055 5412 9
1055 5683 1
1055 5714 8
1055 5780 10
1055 5790 10
1055 5863 6
1055 5902 4
1055 5963 5
1055 5994 6
1055 6004 3
1055 6306 3
1055 6328 8
1055 6347 7
1055 6523 4
1055 6566 3
1055 6599 4
1055 6665 9
1055 6720 7
1055 6739 10
1055 6979 8
1055 7047 3
1055 7478 9
1055 7497 7
1055 7544 8
1055 7553 8
1055 7683 7
1055 7699 10
1055 7707 2
1055 7726 6
1055 7910 6
1055 8294 5
1058 784 6
1059 784 7
1059 2470 2
1060 784 5
1061 937 2
1061 1390 5
1062 35 5
1062 227 7
1062 271 10
1062 321 9
1062 403 1
1062 432 8
1062 644 7
1062 647 7
1062 663 6
1062 705 10
1062 707 4
1062 710 4
1062 722 2
1062 763 5
1062 764 7
1062 765 6
1062 803 4
1062 836 8
1062 853 7
1062 922 4
1062 935 10
1062 941 5
1062 943 2
1062 946 6
1062 947 8
1062 959 10
1062 975 4
1062 982 10
1062 993 9
1062 994 7
1062 999 1
1062 1035 1
1062 1125 5
1062 1152 6
1062 1164 9
1062 1185 1
1062 1190 7
1062 1193 5
1062 1201 6
1062 1203 7
1062 1221 6
1062 1230 3
1062 1243 6
1062 1250 4
1062 1259 3
1062 1266 6
1062 1267 6
1062 1282 5
1062 1286 9
1062 1291 9
1062 1296 1
1062 1330 10
1062 1357 9
1062 1374 1
1062 1416 7
1062 1418 2
1062 1419 5
1062 1425 1
1062 1444 4
1062 1492 6
1062 1521 6
1062 1534 3
1062 1566 7
1062 1583 5
1062 1621 8
1062 1633 6
1062 1658 4
1062 1688 8
1062 1700 1
1062 1705 3
1062 1706 2
1062 1714 6
1062 1723 5
1062 1734 8
1062 1754 8
1062 1772 3
1062 1808 6
1062 1814 7
1062 1816 8
1062 1835 8
1062 1836 7
1062 1848 6
1062 1858 9
1062 1888 5
1062 1893 10
1062 1901 9
1062 1964 7
1062 1985 4
1062 1992 6
1062 2071 7
1062 2085 7
1062 2117 8
1062 2120 5
1062 2128 8
1062 2134 2
1062 2144 10
1062 2174 1
1062 2178 10
1062 2225 3
1062 2240 10
1062 2241 7
1062 2251 9
1062 2256 10
1062 2322 4
1062 2328 6
1062 2329 5
1062 2333 10
1062 2341 9
1062 2400 3
1062 2411 10
1062 2435 4
1062 2474 1
1062 2475 6
1062 2485 7
1062 2510 7
1062 2579 2
1062 2587 7
1062 2593 5
1062 2594 9
1062 2653 5
1062 2657 10
1062 2685 6
1062 2697 9
1062 2707 4
1062 2727 5
1062 2746 2
1062 2828 3
1062 2830 8
1062 2834 4
1062 2932 10
1062 2968 3
1062 3005 2
1062 3021 9
1062 3024 9
1062 3026 10
1062 3029 3
1062 3030 8
1062 3033 4
1062 3059 1
1062 3117 10
1062 3192 1
1062 3307 1
1062 3351 7
1062 3352 10
1062 3394 3
1062 3404 2
1062 3529 9
1062 3645 4
1062 3812 9
1062 3956 6
1062 4011 4
1062 4256 2
1062 4263 1
1062 4269 4
1062 4531 9
1062 8291 3
1063 35 6
1063 243 1
1063 299 9
1063 971 6
1063 1167 3
1063 1465 1
1063 1603 6
1063 1799 6
1063 1901 10
1063 2145 2
1063 2381 4
1063 2658 5
1063 3089 8
1063 3103 2
1063 3456 5
1063 3568 4
1063 3873 8
1063 4717 10
1063 5037 2
1063 5273 6
1063 5671 4
1063 5680 9
1063 5844 7
1063 6006 8
1063 6123 9
1063 6832 4
1063 7021 2
1063 7052 2
1063 7908 3
1064 15 6
1064 243 9
1064 857 6
1064 1200 3
1064 1201 4
1064 1476 6
1064 1654 5
1064 1680 4
1064 2225 3
1064 2333 9
1064 3034 9
1064 3803 4
1064 3822 9
1064 4212 2
1064 6243 4
1064 6589 2
1067 243 3
1067 8290 10
1065 243 5
1065 1186 6
1065 1218 9
1065 1849 8
1065 1857 6
1065 2328 8
1065 4011 4
1066 243 6
1066 271 2
1066 1044 1
1066 1131 7
1066 2339 6
1070 1044 2
1071 1044 2
1072 1044 1
872 271 10
872 465 8
872 686 4
872 974 10
872 993 3
872 1044 5
872 1164 5
872 1166 4
872 1279 10
872 1413 10
872 1489 5
872 1648 3
872 1653 2
872 1654 7
872 1662 2
872 1672 10
872 1689 5
872 1730 7
872 1780 9
872 1811 6
872 1857 10
872 2073 8
872 2225 6
872 2264 9
872 2770 6
872 2856 6
872 3136 3
872 3587 1
872 5499 1
1074 686 2
1074 994 10
1074 1222 10
1074 1321 10
1074 1352 6
1074 1823 6
1074 1972 6
1074 2160 9
1074 2273 7
1074 2285 4
1074 2433 2
1074 2440 6
1074 2914 7
1074 3291 5
1074 3634 8
1074 3792 1
1074 3830 5
1074 3842 10
1074 3919 4
1074 4065 10
1074 4099 4
1074 4412 5
1074 4507 9
1074 4709 3
1074 4712 9
1074 4713 10
1074 4717 6
1074 4791 10
1074 4994 5
1074 5002 9
1074 5037 5
1074 5140 8
1074 5188 5
1074 5254 3
1074 5524 3
1074 5563 4
1074 5584 1
1074 5596 1
1074 5626 3
1074 5714 6
1074 5739 8
1074 5799 7
1074 5818 9
1074 5824 5
1074 5827 9
1074 5829 9
1074 5871 6
1074 5950 7
1074 6004 4
1074 6156 7
1074 6170 7
1074 6221 2
1074 6299 9
1074 6327 3
1074 6347 10
1074 6409 5
1074 6424 6
1074 6441 1
1074 6474 1
1074 6481 5
1074 6491 4
1074 6496 3
1074 6498 3
1074 6501 9
1074 6505 2
1074 6528 6
1074 6529 1
1074 6554 8
1074 6560 3
1074 6570 7
1074 6592 2
1074 6595 10
1074 6599 1
1074 6600 8
1074 6613 2
1074 6632 1
1074 6663 4
1074 6665 6
1074 6670 2
1074 6699 3
1074 6700 6
1074 6725 10
1074 6739 1
1074 6755 2
1074 6769 4
1074 6770 4
1074 6788 2
1074 6850 8
1074 6860 2
1074 6869 7
1074 6873 1
1074 6890 9
1074 6892 3
1074 6897 10
1074 6930 1
1075 15 9
1075 35 3
1075 227 10
1075 259 1
1075 324 4
1075 407 5
1075 432 6
1075 579 1
1075 665 4
1075 686 10
1075 763 6
1075 825 4
1075 853 9
1075 907 6
1075 971 2
1075 1018 5
1075 1080 2
1075 1111 8
1075 1127 1
1075 1140 3
1075 1157 3
1075 1165 1
1075 1203 8
1075 1330 6
1075 1353 4
1075 1372 5
1075 1375 1
1075 1418 6
1075 1420 5
1075 1425 2
1075 1473 9
1075 1476 9
1075 1525 4
1075 1537 7
1075 1548 8
1075 1622 8
1075 1717 6
1075 1802 1
1075 1842 2
1075 1858 1
1075 1893 1
1075 1927 6
1075 1953 5
1075 2137 6
1075 2237 8
1075 2354 5
1075 2398 9
1075 2470 4
1075 2593 6
1075 2595 8
1075 2653 9
1075 3018 8
1075 3034 10
1075 3192 10
1075 3243 6
1075 3321 7
1075 3352 1
1075 3650 4
1075 4055 6
1075 4110 9
1075 4179 1
1075 4276 10
1075 4448 7
1075 4666 8
1075 5254 2
1075 5341 9
1075 5423 9
1075 5452 3
1075 5484 8
1075 5511 9
1075 5624 1
1075 6229 2
1075 6388 6
1075 7131 10
1084 271 5
1084 338 2
1084 626 2
1084 1080 10
1084 2210 5
1078 259 8
1078 271 6
1078 626 6
1078 1075 5
1078 1193 2
1079 271 10
1079 5925 3
1080 271 1
1080 959 9
1080 1836 1
1080 1842 6
1080 1855 3
1081 271 7
1082 271 8
1082 1506 7
1082 1903 3
1082 2708 9
1083 271 3
1083 1783 5
1085 214 4
1085 259 8
1085 626 8
1085 1842 6
1086 579 3
1086 626 8
1086 665 5
1086 1151 9
1086 1152 10
1086 1464 2
1086 1991 7
1086 2097 1
1089 259 9
1089 626 6
1089 873 5
1089 1000 2
1089 1152 4
1089 1717 9
1089 1842 2
1089 1855 6
1087 626 10
1087 5254 3
1088 626 5
1093 1080 5
1093 1842 5
1094 1080 7
1094 1842 5
1095 959 2
1095 1080 2
1095 1103 4
1095 1542 9
1095 1833 6
1095 1836 9
1095 1842 5
1095 1855 1
1095 2504 10
1095 2697 8
1096 1080 4
1097 15 6
1097 56 7
1097 204 3
1097 417 6
1097 737 1
1097 762 10
1097 805 8
1097 856 1
1097 941 4
1097 993 2
1097 1049 10
1097 1080 5
1097 1193 8
1097 1201 6
1097 1211 3
1097 1239 2
1097 1247 7
1097 1297 10
1097 1393 3
1097 1428 1
1097 1437 4
1097 1521 4
1097 1549 2
1097 1564 3
1097 1573 9
1097 1595 5
1097 1633 8
1097 1637 10
1097 1700 3
1097 1808 3
1097 1814 10
1097 1919 8
1097 2066 2
1097 2102 8
1097 2174 9
1097 2256 6
1097 2323 9
1097 2328 7
1097 2366 4
1097 2381 6
1097 2470 6
1097 2479 4
1097 2516 8
1097 2570 9
1097 2576 7
1097 2594 5
1097 2625 2
1097 2651 1
1097 2653 10
1097 2685 4
1097 2768 1
1097 2794 8
1097 2801 7
1097 2830 10
1097 2958 3
1097 2972 8
1097 3014 8
1097 3020 6
1097 3027 2
1097 3030 1
1097 3033 8
1097 3089 3
1097 3117 3
1097 3155 4
1097 3192 10
1097 3274 2
1097 3309 8
1097 3352 5
1097 3393 10
1097 3443 10
1097 3456 8
1097 3554 9
1097 3562 9
1097 3580 5
1097 3926 1
1097 4124 1
1097 4247 1
1097 4256 4
1097 4310 7
1097 4335 4
1097 4530 1
1097 4735 10
1097 4953 1
1097 5412 1
1097 5449 8
1097 5452 6
1097 5743 9
1097 7450 5
1098 56 2
1098 285 5
1098 350 2
1098 722 9
1098 764 7
1098 859 2
1098 946 2
1098 947 9
1098 959 9
1098 967 10
1098 993 5
1098 1018 3
1098 1026 4
1098 1049 1
1098 1080 5
1098 1103 2
1098 1166 7
1098 1186 10
1098 1291 10
1098 1315 10
1098 1357 7
1098 1378 4
1098 1407 5
1098 1419 8
1098 1492 7
1098 1514 8
1098 1521 3
1098 1542 6
1098 1549 7
1098 1565 2
1098 1583 4
1098 1608 4
1098 1613 10
1098 1633 6
1098 1646 8
1098 1653 10
1098 1700 1
1098 1714 7
1098 1730 10
1098 1734 4
1098 1754 2
